item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Wheat,08/07/2018,Bread 4311,ea,42.00,48.0,0,0,0,48.0,0,27.00,1.45,39.03,63.0000,39.0312
Buttermilk (0.5 gal),08/07/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Buttermilk (Quart),08/07/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Equal Sugar Substitute,08/07/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,08/07/2018,Food 4312,Container 3.2oz,0.00,0.0,0,0,0,0.0,0,0.00,1.55,0.00,0.0000,0.0
Pepper Jalapeno Slices,08/07/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,08/07/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,08/07/2018,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,08/07/2018,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,8.35,0.00,0.0000,0.0
Avo Fresco,08/07/2018,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,08/07/2018,Food 4312,lb,38.85,40.0,0,0,0,40.0,0,48.12,3.47,166.78,30.7300,166.7839
Salami,08/07/2018,Food 4312,lb,19.35,36.6,0,0,0,36.6,0,20.37,3.08,62.70,35.5800,62.6989
Ham,08/07/2018,Food 4312,lb,133.50,42.4,0,0,0,42.4,0,69.00,1.89,130.62,106.9000,130.617
Turkey,08/07/2018,Food 4312,lb,128.50,151.05,0,0,0,151.05,0,155.25,2.86,444.48,124.3000,444.4808
Beef,08/07/2018,Food 4312,lb,60.00,59.7,0,0,0,59.7,0,63.25,3.99,252.30,56.4500,252.3043
BACON - SLI APPLWD SMKD CKD,08/07/2018,Food 4312,ea,816.00,600.0,0,0,0,600.0,0,556.00,0.24,134.11,860.0000,134.1072
Cheese,08/07/2018,Food 4312,lb,66.00,105.32,0,0,0,105.32,0,52.50,2.19,114.98,118.8200,114.975
Mayonnaise,08/07/2018,Food 4312,gal mayo,64.00,12.0,0,0,0,12.0,0,54.00,8.16,440.63,22.0000,440.63460000000003
Oil,08/07/2018,Food 4312,gal oil,13.00,0.0,0,0,0,0.0,0,11.00,9.94,109.36,2.0000,109.35869999999998
Vinegar,08/07/2018,Food 4312,gal vinegar,11.00,0.0,0,0,0,0.0,0,10.00,3.89,38.85,1.0000,38.852
Avocado,08/07/2018,Food 4312,avo can,6.00,24.0,0,0,0,24.0,0,18.00,3.66,65.82,12.0000,65.8206
Peppers Cherry,08/07/2018,Food 4312,Gal Peppers,28.00,4.0,0,0,0,4.0,0,29.00,7.01,203.36,3.0000,203.3596
Mustard Dijon,08/07/2018,Food 4312,jar dijon,6.00,0.0,0,0,0,0.0,0,10.50,5.24,55.00,-4.5000,55.0011
MUSTARD WHL GRAIN ,08/07/2018,Food 4312,32 oz jar,10.00,0.0,0,0,0,0.0,0,9.25,5.84,54.01,0.7500,54.0052
Soy Sauce,08/07/2018,Food 4312,gal soy,1.75,0.0,0,0,0,0.0,0,1.50,9.32,13.99,0.2500,13.9865
Tuna Chunk - pouch,08/07/2018,Food 4312,Pouch tuna (48oz),13.00,6.0,0,0,0,6.0,0,12.00,8.50,101.99,7.0000,101.9916
Pam Spray,08/07/2018,Food 4312,ea,4.00,0.0,0,0,0,0.0,0,3.50,2.78,9.73,0.5000,9.7346
Oregano,08/07/2018,Food 4312,cont oregano,3.25,0.0,0,0,0,0.0,0,3.00,23.54,70.63,0.2500,70.6314
Basil,08/07/2018,Food 4312,cont basil,5.25,0.0,0,0,0,0.0,0,4.00,5.68,22.73,1.2500,22.7292
Sugar,08/07/2018,Food 4312,lb,17.00,25.0,0,0,0,25.0,0,27.00,0.64,17.40,15.0000,17.3988
Mayo Packets,08/07/2018,Food 4312,Box 204,1.00,1.0,0,0,0,1.0,0,1.00,17.79,17.79,1.0000,17.79
Mustard Packets,08/07/2018,Food 4312,Box 500,0.85,1.0,0,0,0,1.0,0,1.50,5.88,8.82,0.3500,8.82
Sweet n Low Packets,08/07/2018,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,08/07/2018,Sides 4313,ea,150.00,216.0,0,0,0,216.0,0,216.00,0.35,75.06,150.0000,75.06
Chip JJ Reg ,08/07/2018,Sides 4313,ea,176.00,240.0,0,0,0,240.0,0,280.00,0.35,96.74,136.0000,96.74
Chip JJ BBQ ,08/07/2018,Sides 4313,ea,161.00,240.0,0,0,0,240.0,0,80.00,0.35,27.64,321.0000,27.64
Chip JJ Jalapeno ,08/07/2018,Sides 4313,ea,241.00,180.0,0,0,0,180.0,0,176.00,0.35,60.81,245.0000,60.80799999999999
Chip JJ S&V ,08/07/2018,Sides 4313,ea,180.00,120.0,0,0,0,120.0,0,115.00,0.35,39.73,185.0000,39.7325
Chip JJ Skinny ,08/07/2018,Sides 4313,ea,132.00,60.0,0,0,0,60.0,0,128.00,0.41,51.98,64.0000,51.9808
Cookie Oatmeal Raisin,08/07/2018,Sides 4313,ea,131.00,56.0,0,0,0,56.0,0,168.00,0.46,77.85,19.0000,77.8512
Cookie JJ Triple Choc Chip,08/07/2018,Sides 4313,ea,120.00,168.0,0,0,0,168.0,0,139.00,0.56,78.34,149.0000,78.3404
CUP PLAS PRTN CLR 2 OZ  ,08/07/2018,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,08/07/2018,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,08/07/2018,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,08/07/2018,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),08/07/2018,Paper 4314,200 CT,0.00,0.0,0,0,0,0.0,0,0.00,1.88,0.00,0.0000,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,08/07/2018,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,08/07/2018,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),08/07/2018,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,08/07/2018,Paper 4314,Pack 284,12.00,24.0,0,0,0,24.0,0,24.00,1.50,36.00,12.0000,36.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,08/07/2018,Paper 4314,100 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.85,0.00,0.0000,0.0
Cup 22oz JJ,08/07/2018,Paper 4314,ea,548.00,1000.0,0,0,0,1000.0,0,936.00,0.04,34.26,612.0000,34.2576
Lid 22oz JJ,08/07/2018,Paper 4314,ea,447.00,1000.0,0,0,0,1000.0,0,962.00,0.01,10.77,485.0000,10.7744
Cup 30oz JJ,08/07/2018,Paper 4314,ea,"1,187.00",0.0,0,0,0,0.0,0,860.00,0.06,52.46,327.0000,52.46
Lid 30oz JJ,08/07/2018,Paper 4314,ea,"1,064.00",0.0,0,0,0,0.0,0,871.00,0.02,13.85,193.0000,13.8489
Bags 8# JJ,08/07/2018,Paper 4314,Box 1000,0.75,1.0,0,0,0,1.0,0,1.40,27.88,39.03,0.3500,39.032
Wrap Sandwich,08/07/2018,Paper 4314,Box 1000,3.25,3.0,0,0,0,3.0,0,4.00,19.38,77.51,2.2500,77.5068
8X10 Port Pap. (WRAP PAPER DRY WAX),08/07/2018,Paper 4314,Box 500,17.00,0.0,0,0,0,0.0,0,9.00,2.64,23.79,8.0000,23.7897
Straws,08/07/2018,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),08/07/2018,Paper 4314,Box 300,27.00,0.0,0,0,0,0.0,0,25.00,1.46,36.58,2.0000,36.5825
Pan Liners,08/07/2018,Paper 4314,Box 1000,0.00,0.0,0,0,0,0.0,0,0.00,29.42,0.00,0.0000,0.0
Mylar (Film PVC roll),08/07/2018,Paper 4314,roll 5280,1.00,0.0,0,0,0,0.0,0,1.00,49.45,49.45,0.0000,49.4497
Cucumber,08/07/2018,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,08/07/2018,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,08/07/2018,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,08/07/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,08/07/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,08/07/2018,Produce 4315,Head Let,62.00,288.0,0,0,0,288.0,0,183.00,0.94,172.35,167.0000,172.3494
Tomatoes,08/07/2018,Produce 4315,lb,62.50,325.0,0,0,0,325.0,0,210.00,0.74,156.01,177.5000,156.009
Onions (Yellow Jumbo),08/07/2018,Produce 4315,lb,20.00,50.0,0,0,0,50.0,0,45.00,0.36,16.20,25.0000,16.2
Sprouts,08/07/2018,Produce 4315,lb,1.25,4.0,0,0,0,4.0,0,2.00,5.98,11.95,3.2500,11.95
Celery,08/07/2018,Produce 4315,stalk,8.50,6.16,0,0,0,6.16,0,10.50,0.79,8.31,4.1600,8.3087
Cucumbers,08/07/2018,Produce 4315,ea,14.00,25.0,0,0,0,25.0,0,18.00,0.75,13.50,21.0000,13.5
Syrup Coke,08/07/2018,Beverage 4316,gal,4.50,5.0,0,0,0,5.0,0,7.50,15.37,115.28,2.0000,115.275
Syrup Diet Coke,08/07/2018,Beverage 4316,gal,4.50,5.0,0,0,0,5.0,0,7.50,15.37,115.28,2.0000,115.275
Syrup Sprite,08/07/2018,Beverage 4316,gal,8.50,0.0,0,0,0,0.0,0,7.00,15.37,107.59,1.5000,107.59
Syrup Lemonade Light,08/07/2018,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,4.00,16.13,64.54,0.0000,64.5384
Syrup Mello Yellow,08/07/2018,Beverage 4316,gal,1.00,2.5,0,0,0,2.5,0,3.50,16.02,56.07,0.0000,56.0697
Syrup Dr. Pepper,08/07/2018,Beverage 4316,gal,6.00,0.0,0,0,0,0.0,0,2.50,15.07,37.68,3.5000,37.675
Syrup Diet Dr Pepper,08/07/2018,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,08/07/2018,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,3.00,12.28,36.84,1.0000,36.8445
Syrup Powerade,08/07/2018,Beverage 4316,gal,2.00,0.0,0,0,0,0.0,0,3.50,16.01,56.05,-1.5000,56.0518
Tea Bag Brew Lipton,08/07/2018,Beverage 4316,ea,10.00,24.0,0,0,0,24.0,0,22.00,0.25,5.52,12.0000,5.517599999999999
Water (bottle),08/07/2018,Beverage 4316,bottle,54.00,48.0,0,0,0,48.0,0,75.00,0.28,20.94,27.0000,20.94
Box - Mini Jimmy 12 CT Sandwich,08/07/2018,Catering 4320,each,10.00,0.0,0,0,0,0.0,0,7.00,0.91,6.39,3.0000,6.3861
Box - Mini Jimmy 24 CT Sandwich,08/07/2018,Catering 4320,each,41.00,0.0,0,0,0,0.0,0,40.00,1.59,63.78,1.0000,63.78
Box w/window - Jimmy 6 pk Cookie,08/07/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,08/07/2018,Catering 4320,Case 500,1.65,0.0,0,0,0,0.0,0,1.50,16.10,24.15,0.1500,24.15
Pickle Container - clear plastic w/lid & label,08/07/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,08/07/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,08/07/2018,Catering 4320,ea,63.00,125.0,0,0,0,125.0,0,163.00,0.31,50.73,25.0000,50.72559999999999
"Tray Cater Cmbo 12"" w / dome lid",08/07/2018,Catering 4320,each,26.00,0.0,0,0,0,0.0,0,25.00,0.83,20.78,1.0000,20.775
"Tray Cater Cmbo 16"" w / dome lid",08/07/2018,Catering 4320,each,24.00,0.0,0,0,0,0.0,0,23.00,1.47,33.91,1.0000,33.9112
Party Tray Bags,08/07/2018,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,08/14/2018,Bread 4311,ea,876.00,960.0,0,0,0,960.0,0,846.00,0.44,371.99,990.0000,371.9862
Wheat,08/14/2018,Bread 4311,ea,27.00,48.0,0,0,0,48.0,0,31.00,1.45,44.81,44.0000,44.8136
Buttermilk (0.5 gal),08/14/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Buttermilk (0.5 gal),08/14/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Equal Sugar Substitute,08/14/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,08/14/2018,Food 4312,Container 3.2oz,0.00,0.0,0,0,0,0.0,0,0.00,1.55,0.00,0.0000,0.0
Pepper Jalapeno Slices,08/14/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,08/14/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,08/14/2018,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,08/14/2018,Food 4312,ea,0.00,0.0,0,0,0,0.0,0,0.00,8.35,0.00,0.0000,0.0
Avo Fresco,08/14/2018,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,08/14/2018,Food 4312,lb,48.12,40.3,0,0,0,40.3,0,60.87,3.48,211.82,27.5500,211.8215
Salami,08/14/2018,Food 4312,lb,20.37,34.55,0,0,0,34.55,0,23.12,3.08,71.16,31.8000,71.1634
Ham,08/14/2018,Food 4312,lb,69.00,87.65,0,0,0,87.65,0,41.50,1.87,77.44,115.1500,77.439
Turkey,08/14/2018,Food 4312,lb,155.25,152.35,0,0,0,152.35,0,154.75,2.86,443.05,152.8500,443.0493
Beef,08/14/2018,Food 4312,lb,63.25,50.1,0,0,0,50.1,0,54.50,3.99,217.40,58.8500,217.4005
BACON - SLI APPLWD SMKD CKD,08/14/2018,Food 4312,ea,556.00,1200.0,0,0,0,1200.0,0,"1,052.00",0.25,259.21,704.0000,259.2128
Cheese,08/14/2018,Food 4312,lb,52.50,104.69,0,0,0,104.69,0,50.00,2.19,109.50,107.1900,109.5
Mayonnaise,08/14/2018,Food 4312,gal mayo,54.00,12.0,0,0,0,12.0,0,55.00,8.16,448.79,11.0000,448.7945
Oil,08/14/2018,Food 4312,gal oil,11.00,6.0,0,0,0,6.0,0,16.00,9.61,153.68,1.0000,153.6816
Vinegar,08/14/2018,Food 4312,gal vinegar,10.00,0.0,0,0,0,0.0,0,9.00,3.89,34.97,1.0000,34.9668
Avocado,08/14/2018,Food 4312,avo can,18.00,12.0,0,0,0,12.0,0,17.00,3.66,62.16,13.0000,62.1639
Peppers Cherry,08/14/2018,Food 4312,Gal Peppers,29.00,4.0,0,0,0,4.0,0,29.00,7.01,203.36,4.0000,203.3596
Mustard Dijon,08/14/2018,Food 4312,jar dijon,10.50,0.0,0,0,0,0.0,0,8.00,5.24,41.91,2.5000,41.9056
MUSTARD WHL GRAIN ,08/14/2018,Food 4312,32 oz jar,9.25,0.0,0,0,0,0.0,0,7.00,5.84,40.87,2.2500,40.8688
Soy Sauce,08/14/2018,Food 4312,gal soy,1.50,0.0,0,0,0,0.0,0,1.50,9.32,13.99,0.0000,13.9865
Tuna Chunk - pouch,08/14/2018,Food 4312,Pouch tuna (48oz),12.00,6.0,0,0,0,6.0,0,12.00,8.50,101.94,6.0000,101.94
Pam Spray,08/14/2018,Food 4312,ea,3.50,0.0,0,0,0,0.0,0,3.00,2.78,8.34,0.5000,8.3439
Oregano,08/14/2018,Food 4312,cont oregano,3.00,0.0,0,0,0,0.0,0,1.20,23.54,28.25,1.8000,28.2526
Basil,08/14/2018,Food 4312,cont basil,4.00,0.0,0,0,0,0.0,0,1.20,5.68,6.82,2.8000,6.8188
Sugar,08/14/2018,Food 4312,lb,27.00,25.0,0,0,0,25.0,0,40.00,0.64,25.78,12.0000,25.776
Mayo Packets,08/14/2018,Food 4312,Box 204,1.00,1.0,0,0,0,1.0,0,0.50,17.79,8.90,1.5000,8.895
Mustard Packets,08/14/2018,Food 4312,Box 500,1.50,1.0,0,0,0,1.0,0,2.00,5.88,11.76,0.5000,11.76
Sweet n Low Packets,08/14/2018,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,08/14/2018,Sides 4313,ea,216.00,144.0,0,0,0,144.0,0,216.00,0.35,75.06,144.0000,75.06
Chip JJ Reg ,08/14/2018,Sides 4313,ea,280.00,180.0,0,0,0,180.0,0,291.00,0.35,100.54,169.0000,100.5405
Chip JJ BBQ ,08/14/2018,Sides 4313,ea,80.00,300.0,0,0,0,300.0,0,154.00,0.35,53.21,226.0000,53.20700000000001
Chip JJ Jalapeno ,08/14/2018,Sides 4313,ea,176.00,180.0,0,0,0,180.0,0,184.00,0.35,63.57,172.0000,63.572
Chip JJ S&V ,08/14/2018,Sides 4313,ea,115.00,240.0,0,0,0,240.0,0,187.00,0.35,64.61,168.0000,64.6085
Chip JJ Skinny ,08/14/2018,Sides 4313,ea,128.00,60.0,0,0,0,60.0,0,135.00,0.41,54.85,53.0000,54.8505
Cookie Oatmeal Raisin,08/14/2018,Sides 4313,ea,168.00,56.0,0,0,0,56.0,0,179.00,0.46,82.95,45.0000,82.9486
Cookie JJ Triple Choc Chip,08/14/2018,Sides 4313,ea,139.00,112.0,0,0,0,112.0,0,132.00,0.56,74.40,119.0000,74.3952
CUP PLAS PRTN CLR 2 OZ  ,08/14/2018,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,08/14/2018,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,08/14/2018,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,08/14/2018,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),08/14/2018,Paper 4314,200 CT,0.00,0.0,0,0,0,0.0,0,0.00,1.88,0.00,0.0000,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,08/14/2018,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,08/14/2018,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),08/14/2018,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,08/14/2018,Paper 4314,Pack 284,24.00,0.0,0,0,0,0.0,0,4.50,1.50,6.75,19.5000,6.75
LID PLAS CLR F/1.5-2.5 OZ PRTN,08/14/2018,Paper 4314,100 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.85,0.00,0.0000,0.0
Cup 22oz JJ,08/14/2018,Paper 4314,ea,936.00,0.0,0,0,0,0.0,0,284.00,0.04,10.39,652.0000,10.394400000000001
Lid 22oz JJ,08/14/2018,Paper 4314,ea,962.00,0.0,0,0,0,0.0,0,403.00,0.01,4.51,559.0000,4.5136
Cup 30oz JJ,08/14/2018,Paper 4314,ea,860.00,0.0,0,0,0,0.0,0,667.00,0.06,40.69,193.0000,40.687
Lid 30oz JJ,08/14/2018,Paper 4314,ea,871.00,0.0,0,0,0,0.0,0,618.00,0.02,9.83,253.0000,9.8262
Bags 8# JJ,08/14/2018,Paper 4314,Box 1000,1.40,0.0,0,0,0,0.0,0,0.75,27.88,20.91,0.6500,20.91
Wrap Sandwich,08/14/2018,Paper 4314,Box 1000,4.00,3.0,0,0,0,3.0,0,4.75,19.38,92.04,2.2500,92.0393
8X10 Port Pap. (WRAP PAPER DRY WAX),08/14/2018,Paper 4314,Box 500,9.00,12.0,0,0,0,12.0,0,13.00,2.64,34.36,8.0000,34.3629
Straws,08/14/2018,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),08/14/2018,Paper 4314,Box 300,25.00,0.0,0,0,0,0.0,0,22.00,1.46,32.19,3.0000,32.1926
Pan Liners,08/14/2018,Paper 4314,Box 1000,0.00,1.0,0,0,0,1.0,0,1.00,30.80,30.80,0.0000,30.8
Mylar (Film PVC roll),08/14/2018,Paper 4314,roll 5280,1.00,1.0,0,0,0,1.0,0,1.35,49.45,66.76,0.6500,66.7574
Cucumber,08/14/2018,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,08/14/2018,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,08/14/2018,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,08/14/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,08/14/2018,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,08/14/2018,Produce 4315,Head Let,183.00,120.0,0,0,0,120.0,0,132.00,0.95,124.86,171.0000,124.8588
Tomatoes,08/14/2018,Produce 4315,lb,210.00,150.0,0,0,0,150.0,0,150.50,0.68,101.66,209.5000,101.6628
Onions (Yellow Jumbo),08/14/2018,Produce 4315,lb,45.00,50.0,0,0,0,50.0,0,40.50,0.35,14.15,54.5000,14.146699999999997
Sprouts,08/14/2018,Produce 4315,lb,2.00,0.0,0,0,0,0.0,0,0.35,5.97,2.09,1.6500,2.0912
Celery,08/14/2018,Produce 4315,stalk,10.50,6.0,0,0,0,6.0,0,10.00,0.90,8.99,6.5000,8.993
Cucumbers,08/14/2018,Produce 4315,ea,18.00,25.0,0,0,0,25.0,0,24.00,0.71,17.15,19.0000,17.1504
Syrup Coke,08/14/2018,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,5.50,15.37,84.54,2.0000,84.535
Syrup Diet Coke,08/14/2018,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,5.00,15.37,76.85,2.5000,76.85
Syrup Sprite,08/14/2018,Beverage 4316,gal,7.00,0.0,0,0,0,0.0,0,5.50,15.37,84.54,1.5000,84.535
Syrup Lemonade Light,08/14/2018,Beverage 4316,gal,4.00,0.0,0,0,0,0.0,0,3.50,16.13,56.47,0.5000,56.47109999999999
Syrup Mello Yellow,08/14/2018,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,3.00,16.02,48.06,0.5000,48.0597
Syrup Dr. Pepper,08/14/2018,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,4.50,15.07,67.82,3.0000,67.815
Syrup Diet Dr Pepper,08/14/2018,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,08/14/2018,Beverage 4316,gal,3.00,5.0,0,0,0,5.0,0,5.50,12.25,67.40,2.5000,67.4009
Syrup Powerade,08/14/2018,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,1.00,16.01,16.01,2.5000,16.0148
Tea Bag Brew Lipton,08/14/2018,Beverage 4316,ea,22.00,24.0,0,0,0,24.0,0,31.00,0.12,3.72,15.0000,3.7169
Water (bottle),08/14/2018,Beverage 4316,bottle,75.00,24.0,0,0,0,24.0,0,73.00,0.28,20.38,26.0000,20.3816
Box - Mini Jimmy 12 CT Sandwich,08/14/2018,Catering 4320,each,7.00,0.0,0,0,0,0.0,0,7.00,0.91,6.39,0.0000,6.3861
Box - Mini Jimmy 24 CT Sandwich,08/14/2018,Catering 4320,each,40.00,0.0,0,0,0,0.0,0,40.00,1.59,63.78,0.0000,63.78
Box w/window - Jimmy 6 pk Cookie,08/14/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Paper Bag - Mini Jimmy Sandwich,08/14/2018,Catering 4320,Case 500,1.50,0.0,0,0,0,0.0,0,1.50,16.10,24.15,0.0000,24.15
Pickle Container - clear plastic w/lid & label,08/14/2018,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,08/14/2018,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,08/14/2018,Catering 4320,ea,163.00,0.0,0,0,0,0.0,0,135.00,0.31,42.01,28.0000,42.01199999999999
"Tray Cater Cmbo 12"" w / dome lid",08/14/2018,Catering 4320,each,25.00,0.0,0,0,0,0.0,0,24.00,0.83,19.94,1.0000,19.944
"Tray Cater Cmbo 16"" w / dome lid",08/14/2018,Catering 4320,each,23.00,0.0,0,0,0,0.0,0,10.00,1.47,14.74,13.0000,14.744
Party Tray Bags,08/14/2018,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,08/21/2018,Bread 4311,ea,846.00,960.0,0,0,0,960.0,0,937.00,0.44,412.00,869.0000,411.9989
Wheat Sub -  9 Grain Roll,08/21/2018,Bread 4311,ea,0,0.0,0,0,0,0.0,0,0.00,0.50,0.00,0,0.0
Wheat,08/21/2018,Bread 4311,ea,31.00,48.0,0,0,0,48.0,0,38.00,1.45,54.93,41.0000,54.9328
Buttermilk (0.5 gal),08/21/2018,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Buttermilk (0.5 gal),08/21/2018,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Equal Sugar Substitute,08/21/2018,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,08/21/2018,Food 4312,Container 3.2oz,0.00,0.0,0,0,0,0.0,0,0.00,1.55,0.00,0.0000,0.0
Pepper Jalapeno Slices,08/21/2018,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,08/21/2018,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
